STATION,NAME,DATE,TAVG,TMAX,TMIN
MUZAFFARABAD001,MUZAFFARABAD,1980-01-01,,10,5
MUZAFFARABAD001,MUZAFFARABAD,1980-01-02,,11,4
MUZAFFARABAD001,MUZAFFARABAD,1980-01-03,,13,3
MUZAFFARABAD001,MUZAFFARABAD,1980-01-04,,14,2
MUZAFFARABAD001,MUZAFFARABAD,1980-01-05,,15,1
MUZAFFARABAD001,MUZAFFARABAD,1980-01-06,,16,1
MUZAFFARABAD001,MUZAFFARABAD,1980-01-07,,15,2
MUZAFFARABAD001,MUZAFFARABAD,1980-01-08,,16,3
MUZAFFARABAD001,MUZAFFARABAD,1980-01-09,,15,3
MUZAFFARABAD001,MUZAFFARABAD,1980-01-10,,17,2
MUZAFFARABAD001,MUZAFFARABAD,1980-01-11,,17,1
MUZAFFARABAD001,MUZAFFARABAD,1980-01-12,,17,2
MUZAFFARABAD001,MUZAFFARABAD,1980-01-13,,15,2
MUZAFFARABAD001,MUZAFFARABAD,1980-01-14,,17,2
MUZAFFARABAD001,MUZAFFARABAD,1980-01-15,,19,3
MUZAFFARABAD001,MUZAFFARABAD,1980-01-16,,12,5
MUZAFFARABAD001,MUZAFFARABAD,1980-01-17,,16,5
MUZAFFARABAD001,MUZAFFARABAD,1980-01-18,,16,5
MUZAFFARABAD001,MUZAFFARABAD,1980-01-19,,12,5
MUZAFFARABAD001,MUZAFFARABAD,1980-01-20,,12,4
MUZAFFARABAD001,MUZAFFARABAD,1980-01-21,,12,3
MUZAFFARABAD001,MUZAFFARABAD,1980-01-22,,19,3
MUZAFFARABAD001,MUZAFFARABAD,1980-01-23,,20,3
MUZAFFARABAD001,MUZAFFARABAD,1980-01-24,,19,4
MUZAFFARABAD001,MUZAFFARABAD,1980-01-25,,17,7
MUZAFFARABAD001,MUZAFFARABAD,1980-01-26,,8,7
MUZAFFARABAD001,MUZAFFARABAD,1980-01-27,,12,6
MUZAFFARABAD001,MUZAFFARABAD,1980-01-28,,13,6
MUZAFFARABAD001,MUZAFFARABAD,1980-01-29,,15,3
MUZAFFARABAD001,MUZAFFARABAD,1980-01-30,,17,3
MUZAFFARABAD001,MUZAFFARABAD,1980-01-31,,21,3
MUZAFFARABAD001,MUZAFFARABAD,1980-02-01,,22,4
MUZAFFARABAD001,MUZAFFARABAD,1980-02-02,,17,6
MUZAFFARABAD001,MUZAFFARABAD,1980-02-03,,11,5
MUZAFFARABAD001,MUZAFFARABAD,1980-02-04,,11,4
MUZAFFARABAD001,MUZAFFARABAD,1980-02-05,,6,1
MUZAFFARABAD001,MUZAFFARABAD,1980-02-06,,11,2
MUZAFFARABAD001,MUZAFFARABAD,1980-02-07,,16,2
MUZAFFARABAD001,MUZAFFARABAD,1980-02-08,,17,2
MUZAFFARABAD001,MUZAFFARABAD,1980-02-09,,14,2
MUZAFFARABAD001,MUZAFFARABAD,1980-02-10,,18,3
MUZAFFARABAD001,MUZAFFARABAD,1980-02-11,,19,4
MUZAFFARABAD001,MUZAFFARABAD,1980-02-12,,19,5
MUZAFFARABAD001,MUZAFFARABAD,1980-02-13,,18,7
MUZAFFARABAD001,MUZAFFARABAD,1980-02-14,,16,9
MUZAFFARABAD001,MUZAFFARABAD,1980-02-15,,12,7
MUZAFFARABAD001,MUZAFFARABAD,1980-02-16,,14,7
MUZAFFARABAD001,MUZAFFARABAD,1980-02-17,,19,7
MUZAFFARABAD001,MUZAFFARABAD,1980-02-18,,19,7
MUZAFFARABAD001,MUZAFFARABAD,1980-02-19,,20,8
MUZAFFARABAD001,MUZAFFARABAD,1980-02-20,,13,7
MUZAFFARABAD001,MUZAFFARABAD,1980-02-21,,13,8
MUZAFFARABAD001,MUZAFFARABAD,1980-02-22,,15,9
MUZAFFARABAD001,MUZAFFARABAD,1980-02-23,,19,10
MUZAFFARABAD001,MUZAFFARABAD,1980-02-24,,18,8
MUZAFFARABAD001,MUZAFFARABAD,1980-02-25,,22,9
MUZAFFARABAD001,MUZAFFARABAD,1980-02-26,,23,9
MUZAFFARABAD001,MUZAFFARABAD,1980-02-27,,14,9
MUZAFFARABAD001,MUZAFFARABAD,1980-02-28,,12,7
MUZAFFARABAD001,MUZAFFARABAD,1980-02-29,,16,5
MUZAFFARABAD001,MUZAFFARABAD,1980-03-01,,19,6
MUZAFFARABAD001,MUZAFFARABAD,1980-03-02,,19,8
MUZAFFARABAD001,MUZAFFARABAD,1980-03-03,,16,7
MUZAFFARABAD001,MUZAFFARABAD,1980-03-04,,16,8
MUZAFFARABAD001,MUZAFFARABAD,1980-03-05,,18,10
MUZAFFARABAD001,MUZAFFARABAD,1980-03-06,,12,4
MUZAFFARABAD001,MUZAFFARABAD,1980-03-07,,13,5
MUZAFFARABAD001,MUZAFFARABAD,1980-03-08,,21,7
MUZAFFARABAD001,MUZAFFARABAD,1980-03-09,,12,6
MUZAFFARABAD001,MUZAFFARABAD,1980-03-10,,16,7
MUZAFFARABAD001,MUZAFFARABAD,1980-03-11,,16,6
MUZAFFARABAD001,MUZAFFARABAD,1980-03-12,,11,4
MUZAFFARABAD001,MUZAFFARABAD,1980-03-13,,19,6
MUZAFFARABAD001,MUZAFFARABAD,1980-03-14,,19,9
MUZAFFARABAD001,MUZAFFARABAD,1980-03-15,,23,9
MUZAFFARABAD001,MUZAFFARABAD,1980-03-16,,13,9
MUZAFFARABAD001,MUZAFFARABAD,1980-03-17,,25,11
MUZAFFARABAD001,MUZAFFARABAD,1980-03-18,,26,9
MUZAFFARABAD001,MUZAFFARABAD,1980-03-19,,17,9
MUZAFFARABAD001,MUZAFFARABAD,1980-03-20,,25,11
MUZAFFARABAD001,MUZAFFARABAD,1980-03-21,,23,14
MUZAFFARABAD001,MUZAFFARABAD,1980-03-22,,14,9
MUZAFFARABAD001,MUZAFFARABAD,1980-03-23,,24,12
MUZAFFARABAD001,MUZAFFARABAD,1980-03-24,,22,12
MUZAFFARABAD001,MUZAFFARABAD,1980-03-25,,16,11
MUZAFFARABAD001,MUZAFFARABAD,1980-03-26,,21,7
MUZAFFARABAD001,MUZAFFARABAD,1980-03-27,,27,10
MUZAFFARABAD001,MUZAFFARABAD,1980-03-28,,26,12
MUZAFFARABAD001,MUZAFFARABAD,1980-03-29,,16,9
MUZAFFARABAD001,MUZAFFARABAD,1980-03-30,,17,9
MUZAFFARABAD001,MUZAFFARABAD,1980-03-31,,25,11
MUZAFFARABAD001,MUZAFFARABAD,1980-04-01,,30,13
MUZAFFARABAD001,MUZAFFARABAD,1980-04-02,,29,16
MUZAFFARABAD001,MUZAFFARABAD,1980-04-03,,18,9
MUZAFFARABAD001,MUZAFFARABAD,1980-04-04,,26,12
MUZAFFARABAD001,MUZAFFARABAD,1980-04-05,,30,12
MUZAFFARABAD001,MUZAFFARABAD,1980-04-06,,31,16
MUZAFFARABAD001,MUZAFFARABAD,1980-04-07,,29,14
MUZAFFARABAD001,MUZAFFARABAD,1980-04-08,,30,14
MUZAFFARABAD001,MUZAFFARABAD,1980-04-09,,33,14
MUZAFFARABAD001,MUZAFFARABAD,1980-04-10,,33,15
MUZAFFARABAD001,MUZAFFARABAD,1980-04-11,,33,16
MUZAFFARABAD001,MUZAFFARABAD,1980-04-12,,24,13
MUZAFFARABAD001,MUZAFFARABAD,1980-04-13,,17,12
MUZAFFARABAD001,MUZAFFARABAD,1980-04-14,,29,13
MUZAFFARABAD001,MUZAFFARABAD,1980-04-15,,32,14
MUZAFFARABAD001,MUZAFFARABAD,1980-04-16,,33,16
MUZAFFARABAD001,MUZAFFARABAD,1980-04-17,,33,17
MUZAFFARABAD001,MUZAFFARABAD,1980-04-18,,35,19
MUZAFFARABAD001,MUZAFFARABAD,1980-04-19,,35,19
MUZAFFARABAD001,MUZAFFARABAD,1980-04-20,,34,20
MUZAFFARABAD001,MUZAFFARABAD,1980-04-21,,34,18
MUZAFFARABAD001,MUZAFFARABAD,1980-04-22,,31,18
MUZAFFARABAD001,MUZAFFARABAD,1980-04-23,,29,14
MUZAFFARABAD001,MUZAFFARABAD,1980-04-24,,33,15
MUZAFFARABAD001,MUZAFFARABAD,1980-04-25,,35,16
MUZAFFARABAD001,MUZAFFARABAD,1980-04-26,,34,17
MUZAFFARABAD001,MUZAFFARABAD,1980-04-27,,36,20
MUZAFFARABAD001,MUZAFFARABAD,1980-04-28,,32,18
MUZAFFARABAD001,MUZAFFARABAD,1980-04-29,,36,21
MUZAFFARABAD001,MUZAFFARABAD,1980-04-30,,35,20
MUZAFFARABAD001,MUZAFFARABAD,1980-05-01,,36,20
MUZAFFARABAD001,MUZAFFARABAD,1980-05-02,,37,22
MUZAFFARABAD001,MUZAFFARABAD,1980-05-03,,37,21
MUZAFFARABAD001,MUZAFFARABAD,1980-05-04,,35,21
MUZAFFARABAD001,MUZAFFARABAD,1980-05-05,,38,21
MUZAFFARABAD001,MUZAFFARABAD,1980-05-06,,38,21
MUZAFFARABAD001,MUZAFFARABAD,1980-05-07,,40,21
MUZAFFARABAD001,MUZAFFARABAD,1980-05-08,,36,22
MUZAFFARABAD001,MUZAFFARABAD,1980-05-09,,31,21
MUZAFFARABAD001,MUZAFFARABAD,1980-05-10,,28,18
MUZAFFARABAD001,MUZAFFARABAD,1980-05-11,,32,16
MUZAFFARABAD001,MUZAFFARABAD,1980-05-12,,35,17
MUZAFFARABAD001,MUZAFFARABAD,1980-05-13,,34,18
MUZAFFARABAD001,MUZAFFARABAD,1980-05-14,,29,20
MUZAFFARABAD001,MUZAFFARABAD,1980-05-15,,25,17
MUZAFFARABAD001,MUZAFFARABAD,1980-05-16,,35,17
MUZAFFARABAD001,MUZAFFARABAD,1980-05-17,,35,17
MUZAFFARABAD001,MUZAFFARABAD,1980-05-18,,35,20
MUZAFFARABAD001,MUZAFFARABAD,1980-05-19,,38,21
MUZAFFARABAD001,MUZAFFARABAD,1980-05-20,,33,17
MUZAFFARABAD001,MUZAFFARABAD,1980-05-21,,30,15
MUZAFFARABAD001,MUZAFFARABAD,1980-05-22,,31,15
MUZAFFARABAD001,MUZAFFARABAD,1980-05-23,,34,16
MUZAFFARABAD001,MUZAFFARABAD,1980-05-24,,35,17
MUZAFFARABAD001,MUZAFFARABAD,1980-05-25,,36,19
MUZAFFARABAD001,MUZAFFARABAD,1980-05-26,,37,18
MUZAFFARABAD001,MUZAFFARABAD,1980-05-27,,38,21
MUZAFFARABAD001,MUZAFFARABAD,1980-05-28,,40,21
MUZAFFARABAD001,MUZAFFARABAD,1980-05-29,,41,22
MUZAFFARABAD001,MUZAFFARABAD,1980-05-30,,41,22
MUZAFFARABAD001,MUZAFFARABAD,1980-05-31,,40,22
MUZAFFARABAD001,MUZAFFARABAD,1980-06-01,,40,22
MUZAFFARABAD001,MUZAFFARABAD,1980-06-02,,41,23
MUZAFFARABAD001,MUZAFFARABAD,1980-06-03,,34,22
MUZAFFARABAD001,MUZAFFARABAD,1980-06-04,,37,22
MUZAFFARABAD001,MUZAFFARABAD,1980-06-05,,40,22
MUZAFFARABAD001,MUZAFFARABAD,1980-06-06,,40,19
MUZAFFARABAD001,MUZAFFARABAD,1980-06-07,,38,22
MUZAFFARABAD001,MUZAFFARABAD,1980-06-08,,40,23
MUZAFFARABAD001,MUZAFFARABAD,1980-06-09,,41,24
MUZAFFARABAD001,MUZAFFARABAD,1980-06-10,,42,25
MUZAFFARABAD001,MUZAFFARABAD,1980-06-11,,43,25
MUZAFFARABAD001,MUZAFFARABAD,1980-06-12,,44,26
MUZAFFARABAD001,MUZAFFARABAD,1980-06-13,,43,19
MUZAFFARABAD001,MUZAFFARABAD,1980-06-14,,24,17
MUZAFFARABAD001,MUZAFFARABAD,1980-06-15,,35,19
MUZAFFARABAD001,MUZAFFARABAD,1980-06-16,,36,18
MUZAFFARABAD001,MUZAFFARABAD,1980-06-17,,36,18
MUZAFFARABAD001,MUZAFFARABAD,1980-06-18,,38,22
MUZAFFARABAD001,MUZAFFARABAD,1980-06-19,,39,22
MUZAFFARABAD001,MUZAFFARABAD,1980-06-20,,40,23
MUZAFFARABAD001,MUZAFFARABAD,1980-06-21,,40,22
MUZAFFARABAD001,MUZAFFARABAD,1980-06-22,,34,23
MUZAFFARABAD001,MUZAFFARABAD,1980-06-23,,37,26
MUZAFFARABAD001,MUZAFFARABAD,1980-06-24,,37,21
MUZAFFARABAD001,MUZAFFARABAD,1980-06-25,,31,21
MUZAFFARABAD001,MUZAFFARABAD,1980-06-26,,34,22
MUZAFFARABAD001,MUZAFFARABAD,1980-06-27,,31,21
MUZAFFARABAD001,MUZAFFARABAD,1980-06-28,,34,20
MUZAFFARABAD001,MUZAFFARABAD,1980-06-29,,35,20
MUZAFFARABAD001,MUZAFFARABAD,1980-06-30,,36,23
MUZAFFARABAD001,MUZAFFARABAD,1980-07-01,,36,23
MUZAFFARABAD001,MUZAFFARABAD,1980-07-02,,37,24
MUZAFFARABAD001,MUZAFFARABAD,1980-07-03,,38,23
MUZAFFARABAD001,MUZAFFARABAD,1980-07-04,,33,24
MUZAFFARABAD001,MUZAFFARABAD,1980-07-05,,35,22
MUZAFFARABAD001,MUZAFFARABAD,1980-07-06,,33,21
MUZAFFARABAD001,MUZAFFARABAD,1980-07-07,,33,21
MUZAFFARABAD001,MUZAFFARABAD,1980-07-08,,35,23
MUZAFFARABAD001,MUZAFFARABAD,1980-07-09,,35,22
MUZAFFARABAD001,MUZAFFARABAD,1980-07-10,,34,22
MUZAFFARABAD001,MUZAFFARABAD,1980-07-11,,35,23
MUZAFFARABAD001,MUZAFFARABAD,1980-07-12,,31,23
MUZAFFARABAD001,MUZAFFARABAD,1980-07-13,,33,23
MUZAFFARABAD001,MUZAFFARABAD,1980-07-14,,32,23
MUZAFFARABAD001,MUZAFFARABAD,1980-07-15,,31,22
MUZAFFARABAD001,MUZAFFARABAD,1980-07-16,,30,22
MUZAFFARABAD001,MUZAFFARABAD,1980-07-17,,35,23
MUZAFFARABAD001,MUZAFFARABAD,1980-07-18,,33,24
MUZAFFARABAD001,MUZAFFARABAD,1980-07-19,,36,21
MUZAFFARABAD001,MUZAFFARABAD,1980-07-20,,35,22
MUZAFFARABAD001,MUZAFFARABAD,1980-07-21,,35,21
MUZAFFARABAD001,MUZAFFARABAD,1980-07-22,,34,21
MUZAFFARABAD001,MUZAFFARABAD,1980-07-23,,35,22
MUZAFFARABAD001,MUZAFFARABAD,1980-07-24,,35,22
MUZAFFARABAD001,MUZAFFARABAD,1980-07-25,,35,24
MUZAFFARABAD001,MUZAFFARABAD,1980-07-26,,34,23
MUZAFFARABAD001,MUZAFFARABAD,1980-07-27,,31,22
MUZAFFARABAD001,MUZAFFARABAD,1980-07-28,,34,22
MUZAFFARABAD001,MUZAFFARABAD,1980-07-29,,34,23
MUZAFFARABAD001,MUZAFFARABAD,1980-07-30,,33,23
MUZAFFARABAD001,MUZAFFARABAD,1980-07-31,,32,23
MUZAFFARABAD001,MUZAFFARABAD,1980-08-01,,32,23
MUZAFFARABAD001,MUZAFFARABAD,1980-08-02,,35,26
MUZAFFARABAD001,MUZAFFARABAD,1980-08-03,,37,24
MUZAFFARABAD001,MUZAFFARABAD,1980-08-04,,27,23
MUZAFFARABAD001,MUZAFFARABAD,1980-08-05,,33,22
MUZAFFARABAD001,MUZAFFARABAD,1980-08-06,,34,25
MUZAFFARABAD001,MUZAFFARABAD,1980-08-07,,35,23
MUZAFFARABAD001,MUZAFFARABAD,1980-08-08,,34,22
MUZAFFARABAD001,MUZAFFARABAD,1980-08-09,,35,21
MUZAFFARABAD001,MUZAFFARABAD,1980-08-10,,32,21
MUZAFFARABAD001,MUZAFFARABAD,1980-08-11,,35,20
MUZAFFARABAD001,MUZAFFARABAD,1980-08-12,,35,22
MUZAFFARABAD001,MUZAFFARABAD,1980-08-13,,35,23
MUZAFFARABAD001,MUZAFFARABAD,1980-08-14,,35,22
MUZAFFARABAD001,MUZAFFARABAD,1980-08-15,,35,21
MUZAFFARABAD001,MUZAFFARABAD,1980-08-16,,36,22
MUZAFFARABAD001,MUZAFFARABAD,1980-08-17,,33,19
MUZAFFARABAD001,MUZAFFARABAD,1980-08-18,,30,19
MUZAFFARABAD001,MUZAFFARABAD,1980-08-19,,31,18
MUZAFFARABAD001,MUZAFFARABAD,1980-08-20,,34,18
MUZAFFARABAD001,MUZAFFARABAD,1980-08-21,,34,19
MUZAFFARABAD001,MUZAFFARABAD,1980-08-22,,34,20
MUZAFFARABAD001,MUZAFFARABAD,1980-08-23,,35,23
MUZAFFARABAD001,MUZAFFARABAD,1980-08-24,,36,21
MUZAFFARABAD001,MUZAFFARABAD,1980-08-25,,31,21
MUZAFFARABAD001,MUZAFFARABAD,1980-08-26,,34,21
MUZAFFARABAD001,MUZAFFARABAD,1980-08-27,,30,21
MUZAFFARABAD001,MUZAFFARABAD,1980-08-28,,35,19
MUZAFFARABAD001,MUZAFFARABAD,1980-08-29,,34,19
MUZAFFARABAD001,MUZAFFARABAD,1980-08-30,,34,22
MUZAFFARABAD001,MUZAFFARABAD,1980-08-31,,34,22
MUZAFFARABAD001,MUZAFFARABAD,1980-09-01,,33,21
MUZAFFARABAD001,MUZAFFARABAD,1980-09-02,,35,18
MUZAFFARABAD001,MUZAFFARABAD,1980-09-03,,32,19
MUZAFFARABAD001,MUZAFFARABAD,1980-09-04,,33,18
MUZAFFARABAD001,MUZAFFARABAD,1980-09-05,,26,18
MUZAFFARABAD001,MUZAFFARABAD,1980-09-06,,33,16
MUZAFFARABAD001,MUZAFFARABAD,1980-09-07,,33,18
MUZAFFARABAD001,MUZAFFARABAD,1980-09-08,,34,22
MUZAFFARABAD001,MUZAFFARABAD,1980-09-09,,34,23
MUZAFFARABAD001,MUZAFFARABAD,1980-09-10,,31,19
MUZAFFARABAD001,MUZAFFARABAD,1980-09-11,,26,19
MUZAFFARABAD001,MUZAFFARABAD,1980-09-12,,29,19
MUZAFFARABAD001,MUZAFFARABAD,1980-09-13,,31,19
MUZAFFARABAD001,MUZAFFARABAD,1980-09-14,,29,16
MUZAFFARABAD001,MUZAFFARABAD,1980-09-15,,33,16
MUZAFFARABAD001,MUZAFFARABAD,1980-09-16,,33,19
MUZAFFARABAD001,MUZAFFARABAD,1980-09-17,,34,17
MUZAFFARABAD001,MUZAFFARABAD,1980-09-18,,34,17
MUZAFFARABAD001,MUZAFFARABAD,1980-09-19,,32,18
MUZAFFARABAD001,MUZAFFARABAD,1980-09-20,,31,16
MUZAFFARABAD001,MUZAFFARABAD,1980-09-21,,33,16
MUZAFFARABAD001,MUZAFFARABAD,1980-09-22,,33,18
MUZAFFARABAD001,MUZAFFARABAD,1980-09-23,,32,18
MUZAFFARABAD001,MUZAFFARABAD,1980-09-24,,33,19
MUZAFFARABAD001,MUZAFFARABAD,1980-09-25,,26,17
MUZAFFARABAD001,MUZAFFARABAD,1980-09-26,,32,17
MUZAFFARABAD001,MUZAFFARABAD,1980-09-27,,34,17
MUZAFFARABAD001,MUZAFFARABAD,1980-09-28,,33,16
MUZAFFARABAD001,MUZAFFARABAD,1980-09-29,,33,16
MUZAFFARABAD001,MUZAFFARABAD,1980-09-30,,33,16
MUZAFFARABAD001,MUZAFFARABAD,1980-10-01,,33,16
MUZAFFARABAD001,MUZAFFARABAD,1980-10-02,,34,17
MUZAFFARABAD001,MUZAFFARABAD,1980-10-03,,33,17
MUZAFFARABAD001,MUZAFFARABAD,1980-10-04,,33,17
MUZAFFARABAD001,MUZAFFARABAD,1980-10-05,,33,16
MUZAFFARABAD001,MUZAFFARABAD,1980-10-06,,33,16
MUZAFFARABAD001,MUZAFFARABAD,1980-10-07,,33,17
MUZAFFARABAD001,MUZAFFARABAD,1980-10-08,,33,17
MUZAFFARABAD001,MUZAFFARABAD,1980-10-09,,23,15
MUZAFFARABAD001,MUZAFFARABAD,1980-10-10,,28,15
MUZAFFARABAD001,MUZAFFARABAD,1980-10-11,,26,16
MUZAFFARABAD001,MUZAFFARABAD,1980-10-12,,30,17
MUZAFFARABAD001,MUZAFFARABAD,1980-10-13,,30,17
MUZAFFARABAD001,MUZAFFARABAD,1980-10-14,,30,15
MUZAFFARABAD001,MUZAFFARABAD,1980-10-15,,31,15
MUZAFFARABAD001,MUZAFFARABAD,1980-10-16,,31,16
MUZAFFARABAD001,MUZAFFARABAD,1980-10-17,,30,16
MUZAFFARABAD001,MUZAFFARABAD,1980-10-18,,30,15
MUZAFFARABAD001,MUZAFFARABAD,1980-10-19,,30,15
MUZAFFARABAD001,MUZAFFARABAD,1980-10-20,,29,14
MUZAFFARABAD001,MUZAFFARABAD,1980-10-21,,30,13
MUZAFFARABAD001,MUZAFFARABAD,1980-10-22,,31,13
MUZAFFARABAD001,MUZAFFARABAD,1980-10-23,,31,13
MUZAFFARABAD001,MUZAFFARABAD,1980-10-24,,30,14
MUZAFFARABAD001,MUZAFFARABAD,1980-10-25,,30,14
MUZAFFARABAD001,MUZAFFARABAD,1980-10-26,,28,13
MUZAFFARABAD001,MUZAFFARABAD,1980-10-27,,27,13
MUZAFFARABAD001,MUZAFFARABAD,1980-10-28,,27,13
MUZAFFARABAD001,MUZAFFARABAD,1980-10-29,,23,13
MUZAFFARABAD001,MUZAFFARABAD,1980-10-30,,24,13
MUZAFFARABAD001,MUZAFFARABAD,1980-10-31,,14,12
MUZAFFARABAD001,MUZAFFARABAD,1980-11-01,,22,13
MUZAFFARABAD001,MUZAFFARABAD,1980-11-02,,17,12
MUZAFFARABAD001,MUZAFFARABAD,1980-11-03,,22,12
MUZAFFARABAD001,MUZAFFARABAD,1980-11-04,,23,11
MUZAFFARABAD001,MUZAFFARABAD,1980-11-05,,22,11
MUZAFFARABAD001,MUZAFFARABAD,1980-11-06,,23,9
MUZAFFARABAD001,MUZAFFARABAD,1980-11-07,,20,9
MUZAFFARABAD001,MUZAFFARABAD,1980-11-08,,21,9
MUZAFFARABAD001,MUZAFFARABAD,1980-11-09,,20,9
MUZAFFARABAD001,MUZAFFARABAD,1980-11-10,,20,8
MUZAFFARABAD001,MUZAFFARABAD,1980-11-11,,20,7
MUZAFFARABAD001,MUZAFFARABAD,1980-11-12,,20,7
MUZAFFARABAD001,MUZAFFARABAD,1980-11-13,,20,7
MUZAFFARABAD001,MUZAFFARABAD,1980-11-14,,20,7
MUZAFFARABAD001,MUZAFFARABAD,1980-11-15,,21,7
MUZAFFARABAD001,MUZAFFARABAD,1980-11-16,,22,7
MUZAFFARABAD001,MUZAFFARABAD,1980-11-17,,22,7
MUZAFFARABAD001,MUZAFFARABAD,1980-11-18,,24,7
MUZAFFARABAD001,MUZAFFARABAD,1980-11-19,,25,7
MUZAFFARABAD001,MUZAFFARABAD,1980-11-20,,23,7
MUZAFFARABAD001,MUZAFFARABAD,1980-11-21,,23,7
MUZAFFARABAD001,MUZAFFARABAD,1980-11-22,,22,7
MUZAFFARABAD001,MUZAFFARABAD,1980-11-23,,22,7
MUZAFFARABAD001,MUZAFFARABAD,1980-11-24,,23,6
MUZAFFARABAD001,MUZAFFARABAD,1980-11-25,,20,7
MUZAFFARABAD001,MUZAFFARABAD,1980-11-26,,18,8
MUZAFFARABAD001,MUZAFFARABAD,1980-11-27,,17,8
MUZAFFARABAD001,MUZAFFARABAD,1980-11-28,,16,8
MUZAFFARABAD001,MUZAFFARABAD,1980-11-29,,19,8
MUZAFFARABAD001,MUZAFFARABAD,1980-11-30,,19,9
MUZAFFARABAD001,MUZAFFARABAD,1980-12-01,,19,9
MUZAFFARABAD001,MUZAFFARABAD,1980-12-02,,20,6
MUZAFFARABAD001,MUZAFFARABAD,1980-12-03,,19,6
MUZAFFARABAD001,MUZAFFARABAD,1980-12-04,,18,5
MUZAFFARABAD001,MUZAFFARABAD,1980-12-05,,18,4
MUZAFFARABAD001,MUZAFFARABAD,1980-12-06,,18,4
MUZAFFARABAD001,MUZAFFARABAD,1980-12-07,,19,3
MUZAFFARABAD001,MUZAFFARABAD,1980-12-08,,19,4
MUZAFFARABAD001,MUZAFFARABAD,1980-12-09,,19,4
MUZAFFARABAD001,MUZAFFARABAD,1980-12-10,,19,4
MUZAFFARABAD001,MUZAFFARABAD,1980-12-11,,19,5
MUZAFFARABAD001,MUZAFFARABAD,1980-12-12,,15,4
MUZAFFARABAD001,MUZAFFARABAD,1980-12-13,,16,6
MUZAFFARABAD001,MUZAFFARABAD,1980-12-14,,19,7
MUZAFFARABAD001,MUZAFFARABAD,1980-12-15,,16,4
MUZAFFARABAD001,MUZAFFARABAD,1980-12-16,,18,4
MUZAFFARABAD001,MUZAFFARABAD,1980-12-17,,17,3
MUZAFFARABAD001,MUZAFFARABAD,1980-12-18,,17,3
MUZAFFARABAD001,MUZAFFARABAD,1980-12-19,,17,3
MUZAFFARABAD001,MUZAFFARABAD,1980-12-20,,18,4
MUZAFFARABAD001,MUZAFFARABAD,1980-12-21,,18,5
MUZAFFARABAD001,MUZAFFARABAD,1980-12-22,,18,6
MUZAFFARABAD001,MUZAFFARABAD,1980-12-23,,16,8
MUZAFFARABAD001,MUZAFFARABAD,1980-12-24,,13,7
MUZAFFARABAD001,MUZAFFARABAD,1980-12-25,,14,7
MUZAFFARABAD001,MUZAFFARABAD,1980-12-26,,16,8
MUZAFFARABAD001,MUZAFFARABAD,1980-12-27,,11,4
MUZAFFARABAD001,MUZAFFARABAD,1980-12-28,,13,4
MUZAFFARABAD001,MUZAFFARABAD,1980-12-29,,13,7
MUZAFFARABAD001,MUZAFFARABAD,1980-12-30,,14,4
MUZAFFARABAD001,MUZAFFARABAD,1980-12-31,,16,4
MUZAFFARABAD001,MUZAFFARABAD,1981-01-01,,18,3
MUZAFFARABAD001,MUZAFFARABAD,1981-01-02,,19,4
MUZAFFARABAD001,MUZAFFARABAD,1981-01-03,,14,5
MUZAFFARABAD001,MUZAFFARABAD,1981-01-04,,10,5
MUZAFFARABAD001,MUZAFFARABAD,1981-01-05,,9,4
MUZAFFARABAD001,MUZAFFARABAD,1981-01-06,,14,3
MUZAFFARABAD001,MUZAFFARABAD,1981-01-07,,16,3
MUZAFFARABAD001,MUZAFFARABAD,1981-01-08,,17,1
MUZAFFARABAD001,MUZAFFARABAD,1981-01-09,,16,1
MUZAFFARABAD001,MUZAFFARABAD,1981-01-10,,16,1
MUZAFFARABAD001,MUZAFFARABAD,1981-01-11,,14,1
MUZAFFARABAD001,MUZAFFARABAD,1981-01-12,,17,0
MUZAFFARABAD001,MUZAFFARABAD,1981-01-13,,19,0
MUZAFFARABAD001,MUZAFFARABAD,1981-01-14,,18,1
MUZAFFARABAD001,MUZAFFARABAD,1981-01-15,,14,4
MUZAFFARABAD001,MUZAFFARABAD,1981-01-16,,18,8
MUZAFFARABAD001,MUZAFFARABAD,1981-01-17,,17,6
MUZAFFARABAD001,MUZAFFARABAD,1981-01-18,,20,5
MUZAFFARABAD001,MUZAFFARABAD,1981-01-19,,22,5
MUZAFFARABAD001,MUZAFFARABAD,1981-01-20,,23,6
MUZAFFARABAD001,MUZAFFARABAD,1981-01-21,,19,6
MUZAFFARABAD001,MUZAFFARABAD,1981-01-22,,19,5
MUZAFFARABAD001,MUZAFFARABAD,1981-01-23,,18,6
MUZAFFARABAD001,MUZAFFARABAD,1981-01-24,,18,4
MUZAFFARABAD001,MUZAFFARABAD,1981-01-25,,10,4
MUZAFFARABAD001,MUZAFFARABAD,1981-01-26,,7,4
MUZAFFARABAD001,MUZAFFARABAD,1981-01-27,,7,5
MUZAFFARABAD001,MUZAFFARABAD,1981-01-28,,11,6
MUZAFFARABAD001,MUZAFFARABAD,1981-01-29,,10,6
MUZAFFARABAD001,MUZAFFARABAD,1981-01-30,,16,6
MUZAFFARABAD001,MUZAFFARABAD,1981-01-31,,16,4
MUZAFFARABAD001,MUZAFFARABAD,1981-02-01,,16,2
MUZAFFARABAD001,MUZAFFARABAD,1981-02-02,,17,4
